City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
Jorapokhar,2018-02-13,58.79,155.41,10.65,10.21,14.16,6.82,0.34,88.97,11.88,0.22,0.46,2.62,135.0,Moderate
Jorapokhar,2018-02-14,58.79,58.74,8.42,8.64,14.16,6.91,0.3,43.95,12.69,0.22,0.46,2.62,90.0,Satisfactory
Jorapokhar,2018-02-15,58.79,85.3,8.46,8.85,14.16,7.03,0.3,48.95,31.89,0.22,0.46,2.62,71.0,Satisfactory
Jorapokhar,2018-02-16,58.79,98.39,14.5,10.1,14.16,6.87,0.35,71.81,52.92,0.22,0.46,2.62,119.0,Moderate
Jorapokhar,2018-02-17,58.79,99.2,9.34,9.42,14.16,7.04,0.26,47.19,165.48,0.22,0.46,2.62,225.0,Poor
Jorapokhar,2018-02-18,58.79,99.2,9.34,9.42,14.16,7.04,0.26,47.19,165.48,0.22,0.46,2.62,225.0,Moderate
Jorapokhar,2018-02-19,58.79,226.15,10.44,11.01,14.16,6.59,0.36,98.62,39.56,0.22,0.46,2.62,170.0,Moderate
Jorapokhar,2018-02-20,58.79,199.04,8.63,9.76,14.16,6.97,0.35,104.55,41.95,0.22,0.46,2.62,170.0,Moderate
Jorapokhar,2018-02-21,58.79,144.54,8.45,9.39,14.16,6.87,0.33,94.32,47.12,0.22,0.46,2.62,140.0,Moderate
Jorapokhar,2018-02-22,58.79,147.96,9.11,9.44,14.16,6.91,0.3,73.58,31.74,0.22,0.46,2.62,129.0,Moderate
Jorapokhar,2018-02-23,58.79,159.26,10.25,9.93,14.16,6.96,0.42,73.58,35.74,0.22,0.46,2.62,144.0,Moderate
Jorapokhar,2018-02-24,58.79,178.2,10.71,10.4,14.16,6.89,0.34,73.58,38.0,0.22,0.46,2.62,137.0,Moderate
Jorapokhar,2018-02-25,58.79,240.43,9.07,9.8,14.16,6.95,0.38,73.58,36.6,0.22,0.46,2.62,184.0,Moderate
Jorapokhar,2018-02-26,58.79,130.66,9.4,8.5,14.16,6.86,0.35,88.02,42.07,0.22,0.46,2.62,172.0,Moderate
