City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
Visakhapatnam,2016-11-09,63.98,104.47,31.77,71.81,58.66,12.69,1.61,26.27,39.16,8.0,12.33,9.25,114.0,Moderate
Visakhapatnam,2016-11-10,60.85,101.39,19.14,51.12,32.27,15.22,1.81,32.42,29.42,4.56,8.12,8.52,112.0,Moderate
Visakhapatnam,2016-11-11,68.5,94.0,24.41,61.14,49.08,15.74,1.64,19.71,56.0,9.18,14.26,12.69,114.0,Moderate
Visakhapatnam,2016-11-12,56.0,94.0,16.46,60.94,43.0,16.97,1.62,19.54,67.32,8.59,12.78,11.09,132.0,Moderate
Visakhapatnam,2016-11-13,78.65,120.82,3.86,28.57,16.77,15.63,1.2,8.27,80.0,5.07,8.23,3.74,129.0,Moderate
Visakhapatnam,2016-11-14,77.51,115.91,3.53,26.66,16.63,14.09,1.15,9.79,75.77,5.0,7.55,3.51,163.0,Moderate
Visakhapatnam,2016-11-15,68.7,106.53,3.72,26.07,16.54,12.74,1.13,8.59,70.65,5.25,6.77,4.07,150.0,Moderate
Visakhapatnam,2016-11-16,72.89,108.85,3.44,23.94,15.26,12.01,1.18,10.66,92.13,5.22,6.49,2.84,127.0,Moderate
Visakhapatnam,2016-11-17,76.4,120.03,3.77,31.02,18.94,11.23,1.14,12.94,97.23,5.33,8.33,3.51,151.0,Moderate
Visakhapatnam,2016-11-18,71.11,122.95,4.09,33.96,18.8,10.81,1.11,12.68,91.7,4.93,6.79,3.54,148.0,Moderate
Visakhapatnam,2016-11-19,64.44,113.83,11.55,61.25,38.44,10.06,1.45,17.52,56.33,7.97,11.32,10.74,120.0,Moderate
Visakhapatnam,2016-11-20,66.78,107.4,15.84,63.11,42.55,10.25,1.53,16.82,56.55,8.63,12.55,12.29,119.0,Moderate
Visakhapatnam,2016-11-21,66.07,110.91,19.17,68.27,45.92,12.38,1.59,18.76,48.74,9.13,13.33,11.53,125.0,Moderate
Visakhapatnam,2016-11-22,63.54,100.06,29.12,72.33,50.9,13.21,1.74,22.0,41.06,10.13,14.93,12.19,116.0,Moderate
Visakhapatnam,2016-11-23,60.96,109.68,32.81,71.71,57.21,17.92,1.71,22.92,42.1,9.32,14.46,11.85,112.0,Moderate
Visakhapatnam,2016-11-24,61.68,102.75,27.7,81.21,51.17,19.94,1.6,25.38,40.32,9.24,14.49,11.38,108.0,Moderate
Visakhapatnam,2016-11-25,61.23,102.48,33.02,85.44,55.92,21.23,1.64,25.54,38.35,13.52,25.99,23.31,109.0,Moderate
Visakhapatnam,2016-11-26,63.17,96.29,34.01,80.13,65.55,23.54,1.68,40.55,43.78,10.03,16.13,15.45,110.0,Moderate
Visakhapatnam,2016-11-27,61.53,102.83,21.07,69.96,49.77,21.14,1.58,20.38,53.4,8.31,14.98,9.34,116.0,Moderate
Visakhapatnam,2016-11-28,68.77,105.94,15.35,63.18,42.25,20.06,1.55,23.3,61.76,8.07,14.36,8.14,125.0,Moderate
Visakhapatnam,2016-11-29,63.62,103.65,28.1,68.05,49.0,17.8,1.64,24.5,57.9,11.08,12.79,10.15,121.0,Moderate
Visakhapatnam,2016-11-30,66.66,99.53,26.05,71.79,54.43,17.33,1.53,21.3,63.94,9.88,12.74,11.84,126.0,Moderate
Visakhapatnam,2016-12-01,66.92,108.85,3.95,25.19,16.29,14.95,1.0,11.07,85.63,4.85,7.16,2.92,144.0,Moderate
Visakhapatnam,2016-12-02,41.55,80.48,5.24,30.56,19.88,12.69,0.99,6.67,58.45,5.0,7.78,3.71,93.0,Satisfactory
Visakhapatnam,2016-12-03,32.6,67.24,4.72,26.56,17.54,12.21,0.94,8.0,55.43,4.24,6.35,3.15,82.0,Satisfactory
Visakhapatnam,2016-12-04,52.58,93.04,3.81,24.96,14.98,13.43,0.98,6.34,88.45,4.93,6.05,2.46,106.0,Moderate
Visakhapatnam,2016-12-05,74.8,113.48,4.47,30.06,19.03,12.76,1.06,8.32,86.68,5.29,6.24,3.29,131.0,Moderate
Visakhapatnam,2016-12-06,43.18,77.91,4.38,28.66,18.28,11.01,1.0,10.04,76.9,4.86,6.39,3.41,113.0,Moderate
Visakhapatnam,2016-12-07,50.53,64.11,6.98,36.44,22.96,11.29,1.04,27.9,68.2,5.12,7.54,4.11,91.0,Satisfactory
Visakhapatnam,2016-12-08,64.4,80.16,21.16,58.46,44.28,13.02,1.49,34.58,56.16,8.49,11.29,10.9,105.0,Moderate
Visakhapatnam,2016-12-09,65.44,102.77,11.34,57.17,37.35,14.36,1.41,37.75,68.11,7.45,9.57,8.24,123.0,Moderate
Visakhapatnam,2016-12-10,57.84,116.72,4.68,36.03,22.09,12.89,1.19,35.72,91.9,5.69,7.33,3.83,120.0,Moderate
Visakhapatnam,2016-12-11,46.03,95.57,4.18,20.92,13.28,11.64,1.02,33.88,84.98,4.67,6.39,2.03,113.0,Moderate
Visakhapatnam,2016-12-12,40.99,71.42,4.2,18.21,13.03,10.59,0.96,34.07,87.04,4.04,4.68,1.77,105.0,Moderate
Visakhapatnam,2016-12-13,48.07,84.67,3.86,18.08,13.73,10.72,0.96,32.54,93.76,4.34,4.75,2.23,117.0,Moderate
Visakhapatnam,2016-12-14,62.66,102.67,4.05,22.56,15.08,12.02,1.15,31.35,90.96,5.54,5.84,2.8,107.0,Moderate
Visakhapatnam,2016-12-15,71.8,117.17,4.18,30.64,19.09,11.53,1.18,31.52,83.67,5.81,6.53,3.57,139.0,Moderate
Visakhapatnam,2016-12-16,52.28,113.57,8.7,46.05,29.97,9.93,1.14,32.89,61.72,5.59,8.82,5.51,119.0,Moderate
Visakhapatnam,2016-12-17,69.5,104.08,24.59,65.42,49.38,11.01,1.49,31.48,52.04,8.75,11.76,11.55,119.0,Moderate
Visakhapatnam,2016-12-18,59.38,107.2,36.33,67.64,59.39,12.79,1.48,18.63,56.03,8.97,12.18,12.09,120.0,Moderate
Visakhapatnam,2016-12-19,64.2,104.71,25.37,74.72,56.34,14.22,1.55,18.98,56.84,9.29,14.33,11.82,119.0,Moderate
Visakhapatnam,2016-12-20,61.85,100.85,34.99,77.27,56.04,14.55,1.53,19.86,58.88,9.29,13.28,12.08,122.0,Moderate
Visakhapatnam,2016-12-21,63.14,99.22,42.75,77.15,65.42,17.05,1.82,23.87,54.52,10.4,12.42,11.64,133.0,Moderate
Visakhapatnam,2016-12-22,67.26,102.33,36.66,77.47,64.63,17.05,1.84,21.77,51.71,10.26,13.83,12.15,120.0,Moderate
Visakhapatnam,2016-12-23,65.86,96.71,40.45,71.11,52.61,16.19,1.67,20.15,50.28,11.28,18.38,12.22,124.0,Moderate
Visakhapatnam,2016-12-24,79.29,123.67,19.87,48.03,37.06,14.96,1.48,18.57,83.35,6.1,9.62,6.87,122.0,Moderate
Visakhapatnam,2016-12-25,63.52,101.09,50.66,64.9,68.48,16.48,1.63,14.27,46.2,9.52,12.96,12.9,126.0,Moderate
Visakhapatnam,2016-12-26,78.21,127.14,9.69,40.06,24.78,15.44,1.38,12.02,84.24,5.78,9.21,6.39,126.0,Moderate
Visakhapatnam,2016-12-27,66.59,108.45,31.18,53.96,53.86,15.33,1.55,12.91,55.78,7.9,11.25,9.4,133.0,Moderate
Visakhapatnam,2016-12-28,56.0,94.0,4.13,41.25,24.23,18.3,1.52,11.0,92.97,7.57,7.69,5.05,127.0,Moderate
Visakhapatnam,2016-12-29,56.0,94.0,20.37,57.45,44.24,17.17,1.69,8.02,65.25,9.4,10.33,9.09,116.0,Moderate
Visakhapatnam,2016-12-30,56.0,94.0,29.71,53.1,49.12,15.55,1.67,5.13,65.98,8.39,9.7,7.7,116.0,Moderate
Visakhapatnam,2016-12-31,71.19,112.65,19.61,55.17,42.59,13.73,1.57,6.8,56.32,8.04,10.17,8.13,107.0,Moderate
Visakhapatnam,2017-01-01,63.51,97.56,9.2,38.43,25.57,11.49,1.38,1.44,55.05,6.13,8.99,6.6,147.0,Moderate
Visakhapatnam,2017-01-02,38.25,77.84,4.34,33.05,19.33,11.28,1.1,1.23,49.63,4.33,7.0,4.62,102.0,Moderate
Visakhapatnam,2017-01-03,62.3,101.33,32.35,42.11,46.79,13.2,1.32,6.48,50.55,7.39,9.91,8.19,98.0,Satisfactory
Visakhapatnam,2017-01-04,66.77,100.24,14.68,46.67,34.77,15.92,1.39,4.81,64.8,6.96,8.48,6.38,117.0,Moderate
Visakhapatnam,2017-01-05,68.9,105.73,4.1,29.76,17.58,15.04,1.27,5.03,92.19,5.95,7.01,3.48,121.0,Moderate
Visakhapatnam,2017-01-06,69.58,123.12,8.34,39.5,26.54,13.31,1.22,7.2,85.63,5.19,7.27,4.28,146.0,Moderate
Visakhapatnam,2017-01-07,47.15,88.98,28.39,59.46,50.1,12.24,1.41,6.3,54.57,7.66,9.94,9.41,110.0,Moderate
Visakhapatnam,2017-01-08,57.31,92.42,26.36,51.83,42.99,11.47,1.35,3.42,56.85,7.5,9.97,9.73,108.0,Moderate
Visakhapatnam,2017-01-09,56.08,95.9,30.36,60.14,51.93,12.74,1.46,6.48,47.06,7.75,11.21,10.7,103.0,Moderate
Visakhapatnam,2017-01-10,61.58,96.12,37.11,63.83,59.85,13.36,1.5,13.46,39.83,7.54,11.51,11.67,108.0,Moderate
Visakhapatnam,2017-01-11,55.21,97.03,23.46,52.63,46.57,13.92,1.36,16.88,41.86,6.27,12.3,8.52,102.0,Moderate
Visakhapatnam,2017-01-12,66.21,107.1,29.48,41.29,42.14,14.6,1.28,7.78,49.79,5.73,9.67,8.09,107.0,Moderate
Visakhapatnam,2017-01-13,71.24,111.64,4.86,28.97,18.79,15.76,1.21,4.35,76.59,4.56,5.77,2.5,121.0,Moderate
Visakhapatnam,2017-01-14,73.17,113.17,3.86,18.95,13.18,13.54,0.95,3.3,90.96,3.5,4.92,1.47,144.0,Moderate
Visakhapatnam,2017-01-15,76.86,123.73,3.89,23.54,15.42,13.1,0.98,4.77,105.22,3.72,5.78,1.95,148.0,Moderate
Visakhapatnam,2017-01-16,67.81,108.77,10.99,57.83,37.45,13.76,1.42,8.65,64.86,6.43,9.81,8.44,136.0,Moderate
Visakhapatnam,2017-01-17,68.03,111.45,21.88,68.69,50.86,14.33,1.54,18.4,67.78,5.11,7.06,7.43,137.0,Moderate
Visakhapatnam,2017-01-18,62.88,102.81,19.8,70.47,50.17,14.2,1.48,15.37,60.23,0.0,0.0,0.0,124.0,Moderate
