City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
Mumbai,2018-05-30,18.79,18.64,14.02,15.9,44.37,7.21,1.16,20.83,58.76,0.42,1.44,0.45,83.0,Satisfactory
Mumbai,2018-05-31,20.14,18.64,14.02,15.9,38.76,7.21,1.18,20.35,50.01,0.34,1.44,0.45,69.0,Satisfactory
Mumbai,2018-06-01,24.8,18.64,14.02,15.9,48.35,7.21,1.2,17.29,37.89,0.22,1.44,0.45,75.0,Satisfactory
Mumbai,2018-06-02,19.38,18.64,14.02,15.9,47.49,7.21,1.46,20.91,45.83,0.47,1.44,0.45,84.0,Satisfactory
Mumbai,2018-06-03,18.68,18.64,14.02,15.9,63.7,7.21,1.74,25.18,43.54,0.45,1.44,0.45,98.0,Satisfactory
Mumbai,2018-06-04,19.98,18.64,14.02,15.9,47.38,7.21,1.46,24.02,41.12,0.67,1.44,0.45,82.0,Satisfactory
Mumbai,2018-06-05,26.85,18.64,14.02,15.9,73.12,7.21,1.62,25.77,41.46,0.44,1.44,0.45,105.0,Moderate
Mumbai,2018-06-06,17.66,18.64,30.83,20.73,36.88,7.21,1.07,27.29,52.91,0.42,1.44,0.45,77.0,Satisfactory
Mumbai,2018-06-07,45.54,57.08,30.83,20.73,56.91,7.21,1.28,27.62,39.81,0.51,1.44,0.45,78.0,Satisfactory
Mumbai,2018-06-08,17.79,57.08,30.83,20.73,53.24,7.21,1.26,26.8,38.99,0.63,1.44,0.45,86.0,Satisfactory
Mumbai,2018-06-09,19.26,57.08,30.83,20.73,95.53,7.21,1.43,30.11,42.27,0.51,1.44,0.45,72.0,Satisfactory
Mumbai,2018-06-10,6.2,57.08,30.83,20.73,17.43,7.21,1.04,26.72,45.84,0.27,1.44,0.45,72.0,Satisfactory
Mumbai,2018-06-11,12.89,57.08,30.83,20.73,17.48,7.21,1.0,26.73,41.42,0.29,1.44,0.45,55.0,Satisfactory
Mumbai,2018-06-12,18.02,57.08,30.83,20.73,21.61,7.21,1.05,26.76,45.42,0.37,1.44,0.45,56.0,Satisfactory
Mumbai,2018-06-13,16.97,57.08,30.83,20.73,24.16,7.21,1.03,24.88,41.43,16.24,1.44,0.45,56.0,Satisfactory
Mumbai,2018-06-14,19.16,57.08,30.83,20.73,33.52,7.21,1.05,21.68,36.74,0.43,1.44,0.45,59.0,Satisfactory
Mumbai,2018-06-15,19.64,57.08,30.83,20.73,42.76,7.21,1.1,22.22,33.69,0.24,1.44,0.45,77.0,Satisfactory
Mumbai,2018-06-16,17.02,57.08,30.83,20.73,106.0,7.21,1.44,29.82,32.68,0.71,1.44,0.45,101.0,Moderate
Mumbai,2018-06-17,16.94,70.7,30.83,20.73,111.55,7.21,1.52,23.46,29.05,0.59,1.44,0.45,118.0,Moderate
Mumbai,2018-06-18,10.87,31.4,30.83,20.73,74.79,7.21,1.45,24.73,30.8,1.04,1.44,0.45,125.0,Moderate
Mumbai,2018-06-19,15.87,43.53,30.34,27.43,57.08,7.21,1.4,20.43,35.72,0.75,1.44,0.45,88.0,Satisfactory
Mumbai,2018-06-20,25.71,97.45,34.53,19.74,54.28,7.21,1.42,19.86,39.04,0.51,1.44,0.45,82.0,Satisfactory
Mumbai,2018-06-21,22.86,82.67,12.38,9.35,21.72,7.21,1.15,17.32,40.96,0.39,1.44,0.45,71.0,Satisfactory
Mumbai,2018-06-22,18.09,70.66,11.86,8.0,19.87,7.21,1.19,18.99,44.93,0.63,1.44,0.45,75.0,Satisfactory
Mumbai,2018-06-23,17.52,61.23,41.22,22.69,63.92,7.21,1.45,20.7,35.33,0.69,1.44,0.45,89.0,Satisfactory
Mumbai,2018-06-24,10.53,41.27,28.12,21.7,49.82,7.21,1.35,19.23,38.32,0.51,1.44,0.45,91.0,Satisfactory
Mumbai,2018-06-25,13.38,55.71,13.15,9.81,22.96,7.21,1.19,18.61,48.68,0.36,1.44,0.45,77.0,Satisfactory
Mumbai,2018-06-26,22.06,75.33,14.66,7.29,21.95,7.21,1.17,18.95,33.79,0.39,1.44,0.45,68.0,Satisfactory
