City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
Ernakulam,2020-03-24,24.79,48.95,2.07,3.5,5.29,3.42,1.25,3.22,29.73,0.32,0.42,0.0,74.0,Satisfactory
Ernakulam,2020-03-25,15.93,31.35,2.06,3.5,5.28,3.41,1.15,3.47,29.73,0.02,0.08,0.0,61.0,Satisfactory
Ernakulam,2020-03-26,20.66,40.24,2.04,3.5,5.25,3.39,1.1,3.19,29.73,0.15,0.2,0.0,59.0,Satisfactory
Ernakulam,2020-03-27,30.79,54.13,2.08,3.5,5.28,3.41,1.17,3.12,29.73,0.31,0.33,0.0,64.0,Satisfactory
Ernakulam,2020-03-28,30.1,56.39,2.12,3.5,5.33,3.48,1.15,3.13,29.73,0.31,0.41,0.01,63.0,Satisfactory
Ernakulam,2020-03-29,30.1,56.39,2.12,3.5,5.33,3.48,1.15,3.13,29.73,0.31,0.41,0.01,56.0,Satisfactory
Ernakulam,2020-03-30,22.27,45.67,2.06,3.51,5.28,3.44,1.16,3.39,29.73,0.0,0.0,0.0,56.0,Satisfactory
Ernakulam,2020-03-31,22.11,45.3,2.05,3.5,5.26,3.39,1.26,3.57,29.73,0.05,0.08,0.0,68.0,Satisfactory
Ernakulam,2020-04-01,22.8,47.92,3.21,2.98,5.63,3.43,1.23,3.48,29.73,0.02,0.02,0.0,66.0,Satisfactory
Ernakulam,2020-04-02,29.16,50.88,6.97,1.3,6.79,3.44,1.29,3.48,29.73,0.03,0.03,0.0,68.0,Satisfactory
Ernakulam,2020-04-03,23.25,45.45,6.94,1.3,6.75,3.38,1.29,3.53,29.73,0.02,0.02,0.0,69.0,Satisfactory
Ernakulam,2020-04-04,21.57,41.74,6.95,1.3,6.76,3.4,1.25,3.46,29.73,0.02,0.03,0.0,67.0,Satisfactory
Ernakulam,2020-04-05,16.04,32.53,6.96,1.3,6.77,3.43,1.21,3.43,29.73,0.03,0.04,0.0,64.0,Satisfactory
Ernakulam,2020-04-06,9.54,21.63,6.96,1.3,6.78,3.41,1.17,3.18,29.73,0.12,0.18,0.0,63.0,Satisfactory
Ernakulam,2020-04-07,11.39,22.39,6.96,1.3,6.76,3.38,1.31,3.41,29.73,0.1,0.12,0.0,67.0,Satisfactory
Ernakulam,2020-04-08,18.28,38.37,6.96,1.3,6.77,3.41,1.38,3.54,29.73,0.06,0.06,0.0,75.0,Satisfactory
Ernakulam,2020-04-09,17.75,41.78,6.95,1.3,6.76,3.4,1.23,3.19,29.73,0.13,0.13,0.0,66.0,Satisfactory
Ernakulam,2020-04-10,14.42,30.64,5.64,1.96,6.77,3.4,1.13,3.08,29.73,0.13,0.14,0.0,61.0,Satisfactory
Ernakulam,2020-04-11,17.2,30.64,4.26,2.8,6.77,3.4,1.18,3.1,29.73,0.28,0.29,0.0,62.0,Satisfactory
Ernakulam,2020-04-12,14.17,30.3,4.3,2.82,6.35,3.41,1.23,3.21,5.96,0.09,0.13,0.0,65.0,Satisfactory
Ernakulam,2020-04-13,22.86,45.51,3.93,3.62,5.54,3.43,1.48,3.67,5.96,0.04,0.03,0.0,77.0,Satisfactory
Ernakulam,2020-04-14,24.44,47.76,5.13,3.5,5.29,3.42,1.44,3.61,5.96,0.03,0.03,0.0,77.0,Satisfactory
Ernakulam,2020-04-15,14.38,30.69,6.36,3.15,5.28,3.42,1.34,3.37,5.96,0.13,0.18,0.0,71.0,Satisfactory
Ernakulam,2020-04-16,16.74,29.7,6.36,3.19,5.28,3.41,1.3,3.11,5.96,0.26,0.27,0.0,69.0,Satisfactory
Ernakulam,2020-04-17,17.05,33.38,6.39,3.66,5.3,3.44,1.29,3.1,5.96,0.22,0.24,0.0,72.0,Satisfactory
Ernakulam,2020-04-18,15.67,29.75,6.37,3.55,5.29,3.43,1.45,3.64,5.96,0.03,0.04,0.0,75.0,Satisfactory
Ernakulam,2020-04-19,21.2,36.86,6.36,3.16,5.28,3.42,1.48,3.63,5.96,0.07,0.05,0.0,78.0,Satisfactory
Ernakulam,2020-04-20,16.12,26.0,6.14,2.73,5.15,3.4,1.46,3.41,5.96,0.03,0.07,0.0,78.0,Satisfactory
Ernakulam,2020-04-21,9.52,21.54,77.8,0.19,72.09,109.88,1.12,3.35,5.96,0.11,0.26,0.0,77.0,Satisfactory
Ernakulam,2020-04-22,12.31,27.08,33.64,0.19,30.79,52.92,1.13,2.38,5.96,0.31,0.37,0.0,68.0,Satisfactory
Ernakulam,2020-04-23,23.42,35.87,33.49,0.06,30.29,55.42,1.18,2.47,5.96,0.32,0.41,0.0,70.0,Satisfactory
Ernakulam,2020-04-24,20.69,40.92,10.12,0.06,9.19,18.23,1.12,2.72,5.96,0.38,0.56,0.0,64.0,Satisfactory
Ernakulam,2020-04-25,19.38,46.33,11.71,0.06,10.61,25.49,1.05,4.95,5.96,0.12,0.33,0.01,55.0,Satisfactory
Ernakulam,2020-04-26,18.44,44.38,15.45,0.06,13.95,38.43,1.15,2.89,5.96,0.09,0.07,0.0,59.0,Satisfactory
Ernakulam,2020-04-27,14.88,31.67,13.2,0.06,11.91,34.45,1.3,2.84,5.96,0.1,0.13,0.0,72.0,Satisfactory
Ernakulam,2020-04-28,16.31,35.39,11.75,0.06,10.59,33.78,1.52,2.88,5.96,0.09,0.16,0.0,80.0,Satisfactory
Ernakulam,2020-04-29,14.14,30.88,9.68,0.06,8.72,27.8,1.51,2.82,5.96,0.08,0.15,0.0,80.0,Satisfactory
Ernakulam,2020-04-30,19.22,43.47,9.15,0.06,8.25,27.33,1.71,2.92,5.96,0.15,0.23,0.07,88.0,Satisfactory
Ernakulam,2020-05-01,17.29,38.99,8.5,0.06,7.66,25.28,1.62,2.85,5.96,0.16,0.14,0.0,86.0,Satisfactory
Ernakulam,2020-05-02,19.22,37.85,8.27,0.06,7.45,25.01,1.74,2.88,5.96,0.19,0.34,0.0,91.0,Satisfactory
Ernakulam,2020-05-03,19.66,39.87,8.16,0.06,7.35,25.1,1.65,2.87,5.96,0.08,0.11,0.0,88.0,Satisfactory
Ernakulam,2020-05-04,19.04,45.18,7.9,0.06,7.11,25.0,1.87,2.96,5.96,0.07,0.3,0.01,94.0,Satisfactory
Ernakulam,2020-05-05,24.34,51.54,7.53,0.06,6.78,23.75,1.92,2.89,5.96,0.13,0.33,0.03,99.0,Satisfactory
Ernakulam,2020-05-06,24.61,51.19,7.23,0.06,6.51,22.79,1.98,2.85,5.96,0.29,0.48,0.08,101.0,Moderate
Ernakulam,2020-05-07,10.07,31.03,11.08,0.06,9.98,38.21,1.78,3.04,5.96,0.13,0.44,0.43,83.0,Satisfactory
Ernakulam,2020-05-08,9.96,23.91,10.93,0.06,9.83,39.63,1.72,2.7,5.96,0.12,0.26,0.2,92.0,Satisfactory
Ernakulam,2020-05-09,13.76,32.56,9.31,0.06,8.38,34.09,1.85,2.76,5.96,0.09,0.25,0.0,99.0,Satisfactory
Ernakulam,2020-05-10,18.07,37.56,8.8,0.06,7.92,32.48,1.74,2.74,5.96,0.17,0.25,0.0,94.0,Satisfactory
Ernakulam,2020-05-11,11.07,27.33,8.41,0.06,7.56,31.08,1.87,2.76,5.96,0.12,0.29,0.02,93.0,Satisfactory
Ernakulam,2020-05-12,23.83,50.41,8.32,0.06,7.49,30.93,2.13,2.79,5.96,0.24,0.45,0.01,104.0,Moderate
Ernakulam,2020-05-13,13.66,32.04,8.0,0.06,7.2,29.65,1.98,2.75,5.96,0.11,0.29,0.0,102.0,Moderate
Ernakulam,2020-05-14,18.49,44.23,7.63,0.06,6.86,28.49,2.2,2.77,5.96,0.17,0.34,0.02,105.0,Moderate
Ernakulam,2020-05-15,16.93,44.12,7.42,0.06,6.67,27.82,2.06,2.8,5.96,0.13,0.25,0.01,103.0,Moderate
Ernakulam,2020-05-16,11.0,34.63,7.3,0.06,6.56,27.68,2.46,2.85,5.96,0.11,0.3,0.05,96.0,Satisfactory
Ernakulam,2020-05-17,14.54,36.56,7.11,0.06,6.4,26.9,1.97,2.84,5.96,0.04,0.09,0.0,100.0,Satisfactory
Ernakulam,2020-05-18,20.78,45.3,6.84,0.06,6.16,25.78,2.53,2.82,5.96,0.16,0.33,0.05,106.0,Moderate
Ernakulam,2020-05-19,18.82,49.32,7.94,1.53,7.13,31.5,2.54,2.81,5.96,0.1,0.22,0.03,113.0,Moderate
Ernakulam,2020-05-20,9.3,35.64,7.43,1.53,6.68,30.69,2.22,2.8,5.96,0.0,0.0,0.0,107.0,Moderate
Ernakulam,2020-05-21,8.23,19.94,7.83,1.53,7.04,32.64,1.79,2.77,5.96,0.0,0.01,0.0,97.0,Satisfactory
Ernakulam,2020-05-22,9.15,23.94,7.05,1.53,6.35,28.85,1.73,2.58,5.96,0.22,0.74,0.11,92.0,Satisfactory
Ernakulam,2020-05-23,16.41,48.58,6.39,1.53,5.76,25.29,1.9,2.43,5.96,0.48,1.5,0.11,101.0,Moderate
Ernakulam,2020-05-24,15.75,43.42,6.2,1.53,5.59,24.5,1.55,2.43,5.96,0.18,0.39,0.0,88.0,Satisfactory
Ernakulam,2020-05-25,17.83,46.41,5.97,1.53,5.38,23.62,1.88,2.44,5.96,0.38,1.21,0.12,96.0,Satisfactory
Ernakulam,2020-05-26,12.81,33.45,5.97,1.53,5.38,23.85,1.9,2.49,5.96,0.3,1.35,0.02,100.0,Satisfactory
Ernakulam,2020-05-27,18.49,39.77,5.88,1.53,5.29,23.53,2.04,2.52,5.96,0.62,1.67,0.11,105.0,Moderate
Ernakulam,2020-05-28,12.41,27.44,5.77,1.53,5.2,23.11,2.0,2.47,5.96,0.59,1.67,0.15,103.0,Moderate
Ernakulam,2020-05-29,12.57,34.03,5.69,1.53,5.12,22.71,1.89,2.51,5.96,0.37,1.03,0.05,102.0,Moderate
Ernakulam,2020-05-30,8.58,21.13,5.63,1.53,5.07,22.4,1.7,2.47,5.96,0.12,0.51,0.02,93.0,Satisfactory
Ernakulam,2020-05-31,5.54,13.53,5.46,1.53,4.92,21.71,1.54,2.48,5.96,0.06,0.14,0.0,81.0,Satisfactory
Ernakulam,2020-06-01,8.58,19.66,5.38,1.53,4.84,21.35,1.82,2.44,5.96,0.19,0.69,0.07,95.0,Satisfactory
Ernakulam,2020-06-02,4.85,13.02,5.32,1.53,4.79,21.05,1.77,2.5,5.96,0.13,0.95,0.03,95.0,Satisfactory
Ernakulam,2020-06-03,5.91,14.94,5.17,1.53,4.65,20.31,1.68,2.46,5.96,0.22,0.55,0.02,96.0,Satisfactory
Ernakulam,2020-06-04,3.48,15.31,5.12,1.53,4.61,20.2,1.69,2.45,5.96,0.15,0.59,0.03,90.0,Satisfactory
Ernakulam,2020-06-05,6.91,18.27,4.99,1.53,4.5,19.71,1.87,2.54,5.96,0.26,1.08,0.1,102.0,Moderate
Ernakulam,2020-06-06,5.95,14.15,4.87,1.53,4.39,19.11,2.03,2.62,5.96,0.32,1.44,0.37,103.0,Moderate
Ernakulam,2020-06-07,10.01,20.15,4.8,1.53,4.33,18.88,1.73,2.49,5.96,0.26,0.66,0.01,98.0,Satisfactory
Ernakulam,2020-06-08,10.29,29.53,4.76,1.53,4.29,18.74,2.15,2.58,5.96,0.4,1.38,0.15,105.0,Moderate
Ernakulam,2020-06-09,16.7,41.66,4.77,1.53,4.3,19.07,2.3,2.68,5.96,0.86,3.25,0.24,110.0,Moderate
Ernakulam,2020-06-10,15.66,39.86,4.72,1.53,4.25,18.85,2.26,2.64,5.96,0.7,2.57,0.22,108.0,Moderate
Ernakulam,2020-06-11,10.79,28.53,4.62,1.53,4.16,18.38,2.14,2.65,5.96,0.47,1.89,0.17,108.0,Moderate
Ernakulam,2020-06-12,19.09,45.62,4.58,1.55,4.12,18.26,2.85,2.68,5.96,2.06,7.36,1.98,115.0,Moderate
Ernakulam,2020-06-13,16.22,37.9,4.58,1.54,4.13,18.39,2.32,2.7,5.96,1.81,5.12,0.52,114.0,Moderate
Ernakulam,2020-06-14,7.86,17.13,4.49,1.55,4.04,17.78,1.78,2.61,5.96,0.19,0.53,0.0,100.0,Satisfactory
Ernakulam,2020-06-15,10.34,38.26,4.57,1.55,4.11,18.35,2.1,2.72,5.96,0.58,2.74,0.0,81.0,Satisfactory
Ernakulam,2020-06-16,6.49,15.57,1.49,0.1,0.92,4.82,1.97,2.63,5.96,0.19,0.86,0.08,100.0,Satisfactory
Ernakulam,2020-06-17,6.49,15.57,1.49,0.1,0.92,4.82,1.97,2.63,5.96,0.19,0.86,0.08,100.0,Satisfactory
Ernakulam,2020-06-18,14.48,26.94,3.77,2.12,3.66,4.95,2.86,2.76,5.96,0.23,0.76,0.15,100.0,Satisfactory
Ernakulam,2020-06-19,14.48,26.94,3.77,2.12,3.66,4.95,2.86,2.76,5.96,0.23,0.76,0.15,106.0,Satisfactory
Ernakulam,2020-06-20,19.85,40.32,3.57,2.14,3.46,4.58,2.53,2.76,5.96,0.14,0.26,0.02,106.0,Moderate
Ernakulam,2020-06-21,5.71,14.24,2.6,2.4,1.6,1.51,2.06,2.75,5.96,0.04,0.17,0.0,103.0,Moderate
Ernakulam,2020-06-22,13.24,28.66,5.05,2.2,3.19,4.56,2.51,2.64,5.96,0.49,1.65,0.33,109.0,Moderate
Ernakulam,2020-06-23,14.8,38.28,5.81,2.19,3.68,5.46,2.51,2.62,5.96,0.52,1.76,0.39,110.0,Moderate
Ernakulam,2020-06-24,23.73,51.36,3.38,2.34,2.11,2.46,2.78,2.7,5.96,1.55,4.53,1.13,113.0,Moderate
Ernakulam,2020-06-25,10.63,26.08,3.91,2.29,2.46,3.2,2.22,2.65,5.96,0.32,1.04,0.03,106.0,Moderate
Ernakulam,2020-06-26,5.8,17.83,3.06,2.38,1.91,2.09,2.16,2.67,5.96,0.2,1.09,0.01,104.0,Moderate
Ernakulam,2020-06-27,12.14,27.94,5.19,2.16,3.29,4.78,2.43,2.69,5.96,0.38,1.43,0.09,108.0,Moderate
Ernakulam,2020-06-28,8.97,21.47,7.27,2.0,4.63,7.32,2.16,2.66,5.96,0.27,0.98,0.0,106.0,Moderate
Ernakulam,2020-06-29,12.22,24.97,5.44,2.17,3.45,5.06,2.41,2.74,5.96,0.18,0.3,0.04,109.0,Moderate
Ernakulam,2020-06-30,11.87,30.24,3.8,2.35,2.39,2.99,2.42,2.65,5.96,0.0,0.0,0.0,109.0,Moderate
Ernakulam,2020-07-01,5.88,13.91,2.58,2.4,1.6,1.44,2.1,2.72,5.96,0.0,0.0,0.0,111.0,Moderate
Gurugram,2015-11-27,5.88,13.91,5.28,8.37,9.57,1.44,2.88,15.92,5.96,0.0,0.0,0.0,111.0,Moderate
Gurugram,2015-11-28,5.88,13.91,4.71,8.0,9.74,1.44,0.47,5.78,8.13,0.0,0.0,0.0,111.0,Moderate
Gurugram,2015-11-29,5.88,13.91,3.1,8.04,8.69,1.44,1.67,5.26,16.52,0.0,0.0,0.0,111.0,Moderate
Gurugram,2015-11-30,5.88,13.91,3.9,8.21,9.54,1.44,1.45,7.51,6.29,0.0,0.0,0.0,111.0,Moderate
Gurugram,2015-12-01,5.88,13.91,3.36,8.13,8.86,1.44,1.45,3.72,10.5,0.0,0.0,0.0,111.0,Moderate
Gurugram,2015-12-02,5.88,13.91,7.59,10.25,11.2,1.44,2.08,6.99,10.1,0.0,0.0,0.0,111.0,Moderate
Gurugram,2015-12-03,5.88,13.91,13.11,14.27,14.32,1.44,0.66,2.69,8.75,0.0,0.0,0.0,111.0,Moderate
Gurugram,2015-12-04,5.88,13.91,14.32,12.84,13.94,1.44,3.91,14.63,16.09,0.0,0.0,0.0,111.0,Moderate
Gurugram,2015-12-05,5.88,13.91,12.82,15.38,14.28,1.44,2.09,9.1,19.52,0.0,0.0,0.0,111.0,Moderate
Gurugram,2015-12-06,5.88,13.91,12.82,15.38,14.28,1.44,2.09,9.1,19.52,0.0,0.0,0.0,111.0,Moderate
Gurugram,2015-12-07,5.88,13.91,13.35,14.02,14.55,1.44,1.63,3.75,25.7,0.0,0.0,0.0,111.0,Moderate
Gurugram,2015-12-08,5.88,13.91,13.57,14.27,15.36,1.44,1.72,5.47,25.28,0.0,0.0,0.0,111.0,Moderate
Gurugram,2015-12-09,5.88,13.91,11.96,13.8,14.81,1.44,1.38,4.25,14.06,0.0,0.0,0.0,111.0,Moderate
Gurugram,2015-12-10,5.88,13.91,12.63,12.82,14.9,1.44,1.47,2.03,1.97,0.0,0.0,0.0,111.0,Moderate
Gurugram,2015-12-11,5.88,13.91,12.92,15.34,14.71,1.44,1.42,12.16,15.02,0.0,0.0,0.0,111.0,Moderate
Gurugram,2015-12-12,5.88,13.91,14.65,14.3,14.68,1.44,0.42,4.67,2.86,0.0,0.0,0.0,111.0,Moderate
Gurugram,2015-12-13,5.88,13.91,14.65,14.3,14.68,1.44,0.42,4.67,2.86,0.0,0.0,0.0,111.0,Moderate
Gurugram,2015-12-14,5.88,13.91,12.69,15.39,14.21,1.44,0.68,8.0,30.92,0.0,0.0,0.0,111.0,Moderate
Gurugram,2015-12-15,5.88,13.91,15.48,13.39,15.09,1.44,0.2,4.22,21.46,0.0,0.0,0.0,111.0,Moderate
Gurugram,2015-12-16,5.88,13.91,14.27,14.84,15.07,1.44,1.39,5.73,15.37,0.0,0.0,0.0,111.0,Moderate
Gurugram,2015-12-17,5.88,13.91,14.27,14.84,15.07,1.44,1.39,5.73,15.37,0.0,0.0,0.0,111.0,Moderate
Gurugram,2015-12-18,5.88,13.91,14.27,14.84,15.07,1.44,1.39,5.73,15.37,0.0,0.0,0.0,111.0,Moderate
Gurugram,2015-12-19,5.88,13.91,15.58,17.88,15.35,1.44,1.96,12.38,20.65,0.0,0.0,0.0,111.0,Moderate
Gurugram,2015-12-20,5.88,13.91,15.58,17.88,15.35,1.44,1.96,12.38,20.65,0.0,0.0,0.0,111.0,Moderate
Gurugram,2015-12-21,5.88,13.91,15.58,17.88,15.35,1.44,1.96,12.38,20.65,0.0,0.0,0.0,111.0,Moderate
Gurugram,2015-12-22,5.88,13.91,15.8,17.05,15.57,1.44,2.44,10.24,1.24,0.0,0.0,0.0,111.0,Moderate
Gurugram,2015-12-23,5.88,13.91,16.01,16.16,15.54,1.44,1.74,18.91,14.1,0.0,0.0,0.0,111.0,Moderate
Gurugram,2015-12-24,5.88,13.91,14.41,13.23,14.99,1.44,1.69,2.89,1.55,0.0,0.0,0.0,111.0,Moderate
Gurugram,2015-12-25,120.47,13.91,13.82,13.0,14.46,1.44,1.51,4.79,14.64,0.0,0.0,0.0,111.0,Moderate
Gurugram,2015-12-26,120.47,13.91,12.02,14.5,14.42,1.44,1.59,5.04,13.92,0.0,0.0,0.0,202.0,Moderate
Gurugram,2015-12-27,120.47,13.91,10.57,14.55,13.84,1.44,1.42,5.06,14.77,0.0,0.0,0.0,202.0,Moderate
Gurugram,2015-12-28,120.47,13.91,9.57,13.7,12.97,1.44,1.44,5.94,16.97,0.0,0.0,0.0,202.0,Moderate
Gurugram,2015-12-29,120.47,13.91,10.46,14.44,14.26,1.44,1.39,5.63,19.21,0.0,0.0,0.0,202.0,Moderate
Gurugram,2015-12-30,120.47,13.91,9.88,13.16,12.53,1.44,1.0,14.24,21.88,0.0,0.0,0.0,202.0,Moderate
Gurugram,2015-12-31,120.47,13.91,12.63,13.98,14.61,1.44,1.43,5.41,28.88,0.0,0.0,0.0,202.0,Moderate
Gurugram,2016-01-01,120.47,13.91,12.11,15.1,14.49,1.44,0.43,25.52,27.4,0.0,0.0,0.0,202.0,Moderate
Gurugram,2016-01-02,120.47,13.91,10.68,14.8,13.37,1.44,1.22,46.7,1.25,0.0,0.0,0.0,202.0,Moderate
Gurugram,2016-01-03,120.47,13.91,10.68,14.8,13.37,1.44,1.22,46.7,1.25,0.0,0.0,0.0,202.0,Moderate
Gurugram,2016-01-04,120.47,13.91,12.39,16.17,13.13,1.44,1.32,4.76,25.02,0.0,0.0,0.0,202.0,Moderate
Gurugram,2016-01-05,120.47,13.91,12.39,16.17,13.13,1.44,1.32,4.76,25.02,0.0,0.0,0.0,202.0,Moderate
Gurugram,2016-01-06,120.47,13.91,16.64,10.41,14.05,1.44,1.14,11.81,9.84,0.0,0.0,0.0,202.0,Moderate
Gurugram,2016-01-07,120.47,13.91,16.64,10.41,14.05,1.44,1.14,11.81,9.84,0.0,0.0,0.0,202.0,Moderate
Gurugram,2016-01-08,120.47,13.91,17.47,10.07,14.86,1.44,0.82,11.32,1.6,0.0,0.0,0.0,202.0,Moderate
Gurugram,2016-01-09,120.47,13.91,17.79,8.73,14.56,1.44,0.82,6.06,1.54,0.0,0.0,0.0,202.0,Moderate
Gurugram,2016-01-10,120.47,13.91,17.79,8.73,14.56,1.44,1.98,6.06,1.54,0.0,0.0,0.0,202.0,Moderate
Gurugram,2016-01-11,120.47,13.91,16.55,8.36,13.92,1.44,1.98,7.83,16.98,0.0,0.0,0.0,202.0,Moderate
Gurugram,2016-01-12,120.47,13.91,15.19,8.94,14.2,1.44,1.18,5.99,8.56,0.0,0.0,0.0,202.0,Moderate
Gurugram,2016-01-13,120.47,13.91,15.19,8.94,14.2,1.44,1.18,5.99,8.56,0.0,0.0,0.0,202.0,Moderate
Gurugram,2016-01-14,120.47,13.91,16.48,8.06,13.46,1.44,0.2,10.26,8.32,0.0,0.0,0.0,202.0,Moderate
Gurugram,2016-01-15,120.47,13.91,13.83,10.26,12.5,1.44,1.0,7.19,11.67,0.0,0.0,0.0,202.0,Moderate
Gurugram,2016-01-16,120.47,13.91,19.59,10.41,16.37,1.44,0.87,4.68,12.4,0.0,0.0,0.0,202.0,Moderate
Gurugram,2016-01-17,120.47,13.91,17.31,10.1,15.53,1.44,1.49,5.73,11.22,0.0,0.0,0.0,202.0,Moderate
Gurugram,2016-01-18,120.47,13.91,15.72,8.72,15.71,1.44,1.41,8.3,3.52,0.0,0.0,0.0,202.0,Moderate
Gurugram,2016-01-19,120.47,13.91,15.72,8.72,15.71,1.44,1.41,8.3,3.52,0.0,0.0,0.0,202.0,Moderate
Gurugram,2016-01-20,120.47,13.91,15.14,9.08,14.9,1.44,0.97,7.19,11.48,0.0,0.0,0.0,202.0,Moderate
Gurugram,2016-01-21,120.47,13.91,15.14,9.08,14.9,1.44,0.97,7.19,11.48,0.0,0.0,0.0,202.0,Moderate
Gurugram,2016-01-22,120.47,13.91,15.21,10.99,14.31,1.44,1.41,12.48,3.95,0.0,0.0,0.0,202.0,Moderate
Gurugram,2016-01-23,87.51,13.91,15.75,8.25,14.43,1.44,0.45,8.05,13.38,0.0,0.0,0.0,202.0,Poor
Gurugram,2016-01-24,106.22,13.91,15.09,7.39,13.78,1.44,1.52,9.24,1.23,0.0,0.0,0.0,209.0,Poor
Gurugram,2016-01-25,82.48,13.91,15.09,10.99,14.78,1.44,1.16,15.42,16.45,0.0,0.0,0.0,209.0,Moderate
Gurugram,2016-01-26,124.33,13.91,17.55,9.69,15.5,1.44,0.96,9.14,4.05,0.0,0.0,0.0,257.0,Poor
Gurugram,2016-01-27,124.33,13.91,17.55,9.69,15.5,1.44,0.96,9.14,4.05,0.0,0.0,0.0,257.0,Moderate
Gurugram,2016-01-28,124.33,13.91,17.55,9.69,15.5,1.44,0.96,9.14,4.05,0.0,0.0,0.0,257.0,Moderate
Gurugram,2016-01-29,124.33,13.91,17.55,9.69,15.5,1.44,0.96,9.14,4.05,0.0,0.0,0.0,257.0,Moderate
Gurugram,2016-01-30,36.12,13.91,20.52,15.4,15.13,1.44,0.5,16.15,25.7,0.0,0.0,0.0,257.0,Moderate
Gurugram,2016-01-31,36.12,13.91,20.52,15.4,15.13,1.44,0.5,16.15,25.7,0.0,0.0,0.0,90.0,Moderate
Gurugram,2016-02-01,36.12,13.91,20.52,15.4,15.13,1.44,0.5,16.15,25.7,0.0,0.0,0.0,90.0,Moderate
Gurugram,2016-02-02,36.12,13.91,20.52,15.4,15.13,1.44,0.5,16.15,25.7,0.0,0.0,0.0,90.0,Moderate
Gurugram,2016-02-03,58.63,13.91,18.54,14.94,15.12,1.44,0.5,4.96,27.26,0.0,0.0,0.0,90.0,Satisfactory
Gurugram,2016-02-04,52.91,13.91,17.02,9.59,14.43,1.44,1.49,7.79,23.45,0.0,0.0,0.0,95.0,Satisfactory
Gurugram,2016-02-05,103.23,13.91,9.2,16.9,10.3,1.44,1.5,8.75,16.66,0.0,0.0,0.0,164.0,Moderate
Gurugram,2016-02-06,103.23,13.91,9.74,9.91,9.7,1.44,1.54,11.14,0.57,0.0,0.0,0.0,164.0,Moderate
Gurugram,2016-02-07,103.23,13.91,9.74,9.91,9.7,1.44,1.54,11.14,0.57,0.0,0.0,0.0,164.0,Moderate
Gurugram,2016-02-08,103.23,13.91,9.74,19.2,12.64,1.44,1.02,19.44,13.55,0.0,0.0,0.0,164.0,Moderate
Gurugram,2016-02-09,103.23,13.91,11.17,19.2,12.64,1.44,1.4,6.02,3.57,0.0,0.0,0.0,164.0,Moderate
Gurugram,2016-02-10,103.23,13.91,11.17,14.07,9.56,1.44,0.45,14.77,24.32,0.0,0.0,0.0,164.0,Moderate
Gurugram,2016-02-11,70.74,13.91,11.17,18.68,11.69,1.44,0.18,6.97,15.12,0.0,0.0,0.0,164.0,Moderate
Gurugram,2016-02-12,70.74,13.91,9.17,15.92,11.05,1.44,1.57,11.11,18.56,0.0,0.0,0.0,164.0,Moderate
Gurugram,2016-02-13,70.74,13.91,7.83,17.03,10.5,1.44,1.4,7.86,1.67,0.0,0.0,0.0,357.0,Moderate
