City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
Hyderabad,2017-10-19,75.46,144.81,8.76,30.6,10.71,11.56,0.31,5.43,57.92,3.49,11.82,2.01,151.0,Moderate
Hyderabad,2017-10-20,78.69,112.82,7.65,20.04,3.38,11.43,0.06,2.02,84.66,0.2,0.87,0.07,247.0,Poor
Hyderabad,2017-10-21,67.18,105.44,7.91,18.74,5.46,10.7,0.1,10.49,81.47,0.24,0.97,0.06,141.0,Moderate
Hyderabad,2017-10-22,65.39,98.82,7.56,17.27,2.55,10.52,0.07,3.29,68.38,0.02,0.19,0.0,121.0,Moderate
Hyderabad,2017-10-23,53.78,83.34,7.98,21.46,5.48,12.09,0.19,5.28,53.28,0.98,4.33,1.08,113.0,Moderate
Hyderabad,2017-10-24,63.35,97.66,8.24,24.35,2.17,14.58,0.06,5.02,40.66,0.16,0.89,0.16,111.0,Moderate
Hyderabad,2017-10-25,74.57,159.54,7.74,48.16,1.55,13.04,0.03,9.07,107.68,0.05,0.18,0.0,111.0,Moderate
Hyderabad,2017-10-26,66.55,139.05,7.17,34.37,1.84,10.82,0.04,6.6,71.63,0.11,0.34,0.01,111.0,Moderate
Hyderabad,2017-10-27,64.05,146.09,16.51,24.22,2.33,11.84,0.08,13.15,18.11,0.12,1.05,0.21,145.0,Moderate
Hyderabad,2017-10-28,71.27,163.27,8.06,40.69,2.4,14.51,0.08,11.15,80.8,1.99,9.04,2.02,145.0,Moderate
Hyderabad,2017-10-29,70.46,147.82,14.32,25.47,4.19,14.16,0.12,7.7,58.83,0.29,1.29,0.02,145.0,Moderate
Hyderabad,2017-10-30,70.46,147.82,14.32,25.47,0.0,13.55,0.0,7.7,58.83,0.0,0.0,0.0,130.0,Moderate
Hyderabad,2017-10-31,63.38,141.15,12.1,43.37,32.64,14.57,0.79,16.79,53.67,5.98,38.06,5.25,128.0,Moderate
Hyderabad,2017-11-01,68.21,149.12,14.71,46.37,36.6,14.02,1.19,14.94,58.62,7.47,45.03,6.16,150.0,Moderate
Hyderabad,2017-11-02,69.73,141.02,9.19,37.68,27.41,15.88,1.06,17.59,63.67,5.29,30.22,4.5,156.0,Moderate
Hyderabad,2017-11-03,66.51,126.96,10.34,37.44,27.54,16.61,1.04,20.33,55.23,4.87,30.0,5.14,158.0,Moderate
Hyderabad,2017-11-04,49.62,97.93,9.76,35.86,23.05,16.9,0.58,13.5,51.23,5.08,24.64,3.75,114.0,Moderate
Hyderabad,2017-11-05,32.45,68.47,9.03,31.18,19.93,13.16,0.52,13.78,47.67,4.15,26.92,2.52,91.0,Satisfactory
Hyderabad,2017-11-06,29.33,67.08,11.54,39.1,25.12,11.21,0.58,15.11,43.64,4.74,26.73,3.17,80.0,Satisfactory
Hyderabad,2017-11-07,34.96,81.64,15.51,43.63,29.83,13.12,0.68,11.95,43.46,6.09,31.07,8.32,94.0,Satisfactory
Hyderabad,2017-11-08,38.84,82.74,9.92,40.59,24.69,14.87,0.57,17.4,54.87,6.23,33.9,6.02,105.0,Moderate
Hyderabad,2017-11-09,39.57,84.55,10.16,39.12,25.68,12.97,0.59,16.53,50.7,5.89,35.04,5.94,95.0,Satisfactory
Hyderabad,2017-11-10,44.44,83.57,10.18,35.39,27.05,14.36,0.59,22.05,55.83,4.61,29.47,3.52,100.0,Satisfactory
Hyderabad,2017-11-11,61.84,115.98,8.87,42.21,29.64,16.04,0.63,27.55,71.54,4.6,26.91,2.78,123.0,Moderate
Hyderabad,2017-11-12,57.58,109.26,8.88,42.84,29.99,15.71,0.74,21.15,53.74,6.36,33.38,4.07,123.0,Moderate
Hyderabad,2017-11-13,55.36,107.88,9.34,37.83,27.59,16.47,0.74,17.25,59.62,6.36,31.59,5.29,111.0,Moderate
Hyderabad,2017-11-14,58.41,118.47,10.25,39.01,28.97,19.2,0.83,20.01,44.16,6.18,30.87,6.43,111.0,Moderate
Hyderabad,2017-11-15,51.08,100.21,8.07,36.07,25.3,22.73,0.68,16.76,48.8,4.42,21.49,2.76,104.0,Moderate
Hyderabad,2017-11-16,41.31,82.13,11.53,34.29,27.1,22.81,0.58,13.31,43.11,4.41,22.69,1.81,92.0,Satisfactory
Hyderabad,2017-11-17,37.72,80.34,9.97,33.87,25.49,15.71,0.61,14.81,37.36,4.75,25.05,3.03,82.0,Satisfactory
Hyderabad,2017-11-18,66.82,71.59,10.05,32.58,24.83,13.28,0.65,11.42,37.79,2.98,18.83,2.92,106.0,Moderate
Hyderabad,2017-11-19,36.53,77.41,9.41,34.18,25.29,15.87,0.72,10.46,39.81,4.31,25.26,4.05,112.0,Moderate
Hyderabad,2017-11-20,43.64,89.51,7.6,36.84,25.21,14.27,0.82,10.05,42.8,8.06,33.32,9.33,86.0,Satisfactory
Hyderabad,2017-11-21,44.65,87.99,10.73,39.07,28.86,15.12,0.81,8.34,40.93,5.34,21.33,6.5,106.0,Moderate
Hyderabad,2017-11-22,40.48,75.97,6.79,32.25,22.12,13.03,0.7,14.21,51.0,2.88,12.43,3.1,102.0,Moderate
Hyderabad,2017-11-23,96.83,88.36,11.04,37.91,28.39,14.6,0.76,18.61,39.92,2.33,15.71,3.03,133.0,Moderate
Hyderabad,2017-11-24,69.5,125.61,6.26,35.4,23.41,18.59,0.76,12.78,60.26,2.82,15.13,2.49,149.0,Moderate
Hyderabad,2017-11-25,70.91,133.01,5.34,37.5,24.28,16.11,0.71,13.35,68.38,2.3,17.66,1.8,140.0,Moderate
Hyderabad,2017-11-26,84.08,137.59,8.98,50.36,31.34,20.0,0.9,10.47,52.91,3.03,13.06,1.91,147.0,Moderate
Hyderabad,2017-11-27,73.25,145.39,9.81,52.99,33.05,16.73,0.86,15.16,55.76,2.84,20.01,5.78,166.0,Moderate
Hyderabad,2017-11-28,91.39,144.06,10.31,54.18,36.36,14.78,0.9,16.7,56.56,4.23,31.14,8.15,171.0,Moderate
Hyderabad,2017-11-29,66.49,122.5,7.04,45.7,29.33,13.66,0.81,15.0,67.32,3.01,16.61,4.56,164.0,Moderate
Hyderabad,2017-11-30,64.72,121.51,9.05,45.03,30.5,13.13,0.82,14.09,60.26,2.95,12.16,3.69,140.0,Moderate
Hyderabad,2017-12-01,70.03,128.64,8.67,37.15,26.11,16.99,0.8,14.25,59.62,2.98,13.32,3.83,139.0,Moderate
Hyderabad,2017-12-02,69.44,123.66,7.02,35.14,23.91,16.25,0.76,10.97,65.3,4.65,15.59,3.93,135.0,Moderate
Hyderabad,2017-12-03,70.83,125.86,7.22,38.05,25.61,13.39,0.8,9.54,63.84,3.29,11.38,2.99,140.0,Moderate
Hyderabad,2017-12-04,70.47,119.15,6.46,37.31,24.68,14.3,0.78,12.21,67.63,2.94,9.43,2.43,144.0,Moderate
Hyderabad,2017-12-05,58.07,96.64,6.29,29.67,20.52,13.51,0.7,13.2,60.14,2.66,7.83,2.1,128.0,Moderate
Hyderabad,2017-12-06,51.81,85.9,6.0,30.32,20.6,13.05,0.72,13.15,48.64,2.62,8.81,2.52,100.0,Satisfactory
Hyderabad,2017-12-07,69.33,127.59,7.77,40.86,27.61,14.4,0.91,16.11,48.33,4.5,20.98,3.9,122.0,Moderate
Hyderabad,2017-12-08,74.79,153.15,2.82,39.18,22.87,15.55,0.8,24.61,61.72,4.19,18.64,3.66,145.0,Moderate
Hyderabad,2017-12-09,67.7,149.05,3.04,38.26,22.57,14.5,0.77,19.03,59.43,5.13,21.25,4.67,142.0,Moderate
Hyderabad,2017-12-10,48.99,108.63,4.44,37.26,23.47,11.86,0.69,22.76,39.78,3.38,24.04,2.35,120.0,Moderate
Hyderabad,2017-12-11,55.7,117.26,8.39,48.48,32.65,12.57,1.05,22.48,44.73,5.06,25.71,4.75,117.0,Moderate
Hyderabad,2017-12-12,66.78,140.38,12.01,62.23,42.71,16.12,1.19,12.94,54.6,6.26,35.81,6.17,144.0,Moderate
Hyderabad,2017-12-13,69.33,136.56,7.91,50.13,33.14,20.13,1.0,8.51,48.7,4.08,22.77,4.66,143.0,Moderate
Hyderabad,2017-12-14,66.12,120.92,2.4,39.48,22.84,18.6,0.92,7.88,48.56,3.19,12.58,3.88,132.0,Moderate
Hyderabad,2017-12-15,68.48,119.88,3.5,38.85,23.42,18.09,0.77,7.52,42.62,3.11,12.0,3.83,126.0,Moderate
