City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
Talcher,2019-10-19,33.81,46.52,15.68,11.51,27.05,6.98,1.12,25.07,12.35,0.0,0.0,2.14,74.0,Satisfactory
Talcher,2019-10-20,26.6,53.13,14.95,11.69,26.63,6.97,1.06,27.02,11.41,0.0,0.0,2.14,65.0,Satisfactory
Talcher,2019-10-21,36.24,61.92,15.7,11.35,27.05,6.99,1.77,34.1,12.4,0.07,0.0,2.14,80.0,Satisfactory
Talcher,2019-10-22,25.48,54.3,15.31,11.59,26.9,6.96,1.34,34.65,12.14,0.0,0.0,2.14,77.0,Satisfactory
Talcher,2019-10-23,20.56,48.44,19.3,9.83,29.13,7.2,1.01,31.49,10.81,0.0,0.0,2.14,64.0,Satisfactory
Talcher,2019-10-24,17.03,54.11,20.9,9.06,29.96,7.31,0.89,27.92,10.0,0.0,0.0,2.14,57.0,Satisfactory
Talcher,2019-10-25,17.15,44.69,42.42,7.86,43.87,8.66,1.33,27.69,11.84,1.78,0.0,2.14,70.0,Satisfactory
Talcher,2019-10-26,25.94,59.42,30.2,5.03,35.23,7.8,1.81,30.33,12.29,0.0,0.0,2.14,95.0,Satisfactory
Talcher,2019-10-27,25.45,49.73,28.38,5.86,34.24,7.76,1.61,30.71,13.15,0.0,0.0,2.14,87.0,Satisfactory
Talcher,2019-10-28,30.57,78.32,28.74,5.69,34.44,7.74,1.36,30.21,11.49,0.0,0.0,2.14,106.0,Moderate
Talcher,2019-10-29,29.78,62.68,30.34,4.99,35.33,7.83,1.38,30.06,12.28,0.0,0.0,2.14,77.0,Satisfactory
Talcher,2019-10-30,30.2,75.23,31.37,4.49,35.87,7.9,1.76,30.56,13.09,0.0,0.0,2.14,102.0,Moderate
Talcher,2019-10-31,31.12,64.68,32.64,3.86,36.5,7.98,2.2,31.8,13.98,0.0,0.0,2.14,110.0,Moderate
Talcher,2019-11-01,30.68,60.88,32.31,4.11,36.42,7.93,2.7,33.75,15.29,0.0,0.0,2.14,110.0,Moderate
Talcher,2019-11-02,45.32,64.4,33.66,3.39,37.05,8.04,2.84,35.07,15.08,0.0,0.0,2.14,110.0,Moderate
Talcher,2019-11-03,73.53,87.8,34.83,2.89,37.72,8.1,2.94,36.3,13.82,0.0,0.0,2.14,110.0,Moderate
Talcher,2019-11-04,56.24,70.43,38.0,2.2,39.48,8.26,2.74,35.03,14.52,0.0,0.0,2.14,110.0,Moderate
Talcher,2019-11-05,49.14,67.7,38.52,1.93,39.85,8.32,2.5,35.68,13.65,0.02,0.0,2.14,110.0,Moderate
Talcher,2019-11-06,44.28,221.37,39.67,1.78,40.53,8.37,2.17,35.67,13.07,0.0,0.0,2.14,117.0,Moderate
Talcher,2019-11-07,48.32,512.41,41.82,1.21,41.62,8.49,2.11,36.43,13.67,0.0,0.0,2.14,401.0,Severe
Talcher,2019-11-08,57.45,493.34,39.71,1.9,40.38,8.35,1.68,36.34,13.75,0.0,0.0,2.14,516.0,Severe
Talcher,2019-11-09,37.33,76.58,36.81,2.05,38.86,8.19,1.15,35.36,12.01,0.0,0.0,2.14,226.0,Poor
Talcher,2019-11-10,23.65,74.15,36.26,2.31,38.54,8.16,1.12,34.5,11.73,0.0,0.0,2.14,74.0,Satisfactory
Talcher,2019-11-11,43.57,154.48,21.85,6.51,28.35,7.05,1.69,35.23,12.4,4.45,0.0,2.14,105.0,Moderate
Talcher,2019-11-12,56.68,223.74,5.19,10.43,14.38,5.46,1.7,38.71,12.58,0.0,0.0,2.14,168.0,Moderate
Talcher,2019-11-13,69.27,198.15,5.68,10.2,14.74,5.51,1.86,39.08,12.95,0.0,0.0,2.14,184.0,Moderate
Talcher,2019-11-14,80.53,252.21,4.63,10.76,14.03,5.44,2.24,39.07,13.36,0.0,0.0,2.14,181.0,Moderate
Talcher,2019-11-15,81.36,253.91,6.58,9.3,15.88,5.63,2.2,39.02,13.07,0.0,0.0,2.14,199.0,Moderate
Talcher,2019-11-16,84.41,254.07,6.99,9.1,16.09,5.65,2.33,38.63,13.39,2.41,0.0,2.14,207.0,Poor
Talcher,2019-11-17,62.46,242.65,8.44,8.44,16.88,5.72,1.95,39.07,12.57,0.0,0.0,2.14,201.0,Poor
