City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
Ahmedabad,2016-08-23,40.43,115.1498313253012,7.42,10.29,23.27,10.625088919288649,7.42,12.24,5.0,2.99,8.49,1.36,189.0,Moderate
Ahmedabad,2016-08-24,31.15,115.1498313253012,8.91,9.94,18.86,10.625088919288649,8.91,21.48,12.97,3.07,7.01,1.11,204.0,Poor
Ahmedabad,2016-08-25,33.76,115.1498313253012,9.15,12.22,21.37,10.625088919288649,9.15,17.68,8.36,2.68,8.58,1.24,207.0,Poor
Ahmedabad,2016-08-26,35.95,115.1498313253012,10.05,9.75,19.8,10.625088919288649,10.05,16.66,8.61,2.59,9.85,1.74,218.0,Poor
Ahmedabad,2016-08-27,58.07,115.1498313253012,10.51,8.67,19.18,10.625088919288649,10.51,21.2,19.87,3.49,11.59,3.3,243.0,Poor
Ahmedabad,2016-08-28,46.04,115.1498313253012,9.72,8.75,18.46,10.625088919288649,9.72,17.27,10.35,2.09,6.33,1.19,219.0,Poor
Ahmedabad,2016-08-29,52.27,115.1498313253012,10.79,9.23,20.02,10.625088919288649,10.79,19.62,9.14,4.67,8.96,1.89,247.0,Poor
Ahmedabad,2016-08-30,46.68,115.1498313253012,10.08,9.3,19.73,10.625088919288649,10.08,17.77,15.97,2.98,7.55,1.4,235.0,Poor
Ahmedabad,2016-08-31,44.59,115.1498313253012,10.47,7.39,17.86,10.625088919288649,10.47,17.62,11.2,2.88,6.65,1.0,234.0,Poor
Ahmedabad,2016-09-01,30.81,115.1498313253012,9.36,7.86,17.22,10.625088919288649,9.36,17.58,15.72,1.96,4.87,0.97,217.0,Poor
Ahmedabad,2016-09-02,47.67,115.1498313253012,9.63,8.39,18.02,10.625088919288649,9.63,16.95,18.89,2.41,6.07,1.07,222.0,Poor
Ahmedabad,2016-09-03,35.69,115.1498313253012,9.38,8.14,18.2,10.625088919288649,9.38,16.72,14.63,1.77,5.62,0.78,241.0,Poor
Ahmedabad,2016-09-04,36.44,115.1498313253012,9.59,7.07,16.66,10.625088919288649,9.59,17.76,14.99,1.53,5.32,0.59,225.0,Poor
Ahmedabad,2016-09-05,33.83,115.1498313253012,10.14,7.82,18.27,10.625088919288649,10.14,17.93,13.9,1.49,4.8,0.66,241.0,Poor
