City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
Mumbai,2020-01-20,89.26,181.54,49.49,47.23,93.54,22.7,1.3,10.52,41.83,5.53,0.29,0.0,205.0,Poor
Mumbai,2020-01-21,96.99,207.73,65.0,44.95,104.64,23.11,1.58,10.32,37.38,9.97,0.29,0.0,227.0,Poor
Mumbai,2020-01-22,78.69,173.23,71.62,42.07,110.22,22.24,1.49,11.8,37.74,7.48,0.29,0.0,192.0,Moderate
Mumbai,2020-01-23,87.78,189.99,39.85,44.52,84.15,22.07,1.24,11.77,40.14,4.65,0.29,0.0,196.0,Moderate
Mumbai,2020-01-24,73.57,163.95,36.83,40.8,76.32,20.89,1.17,11.7,39.02,4.24,0.29,0.0,172.0,Moderate
Mumbai,2020-01-25,91.57,192.11,43.7,43.88,85.32,22.38,1.32,14.01,47.99,3.41,0.29,0.0,182.0,Moderate
Mumbai,2020-01-26,103.35,210.51,47.34,43.92,88.43,22.89,1.4,13.46,39.74,4.32,0.29,0.0,253.0,Poor
Mumbai,2020-01-27,57.22,120.42,21.19,29.0,50.18,22.26,0.76,10.5,35.14,1.99,0.29,0.0,183.0,Moderate
Mumbai,2020-01-28,25.47,81.69,27.08,21.6,45.51,19.6,0.64,8.01,22.79,3.72,0.29,0.0,94.0,Satisfactory
Mumbai,2020-01-29,19.77,97.0,13.46,22.88,34.71,16.2,0.56,4.22,37.65,1.54,0.29,0.0,85.0,Satisfactory
Mumbai,2020-01-30,52.66,141.65,25.75,38.17,62.06,17.89,0.84,8.11,42.4,2.9,0.29,0.0,123.0,Moderate
Mumbai,2020-01-31,65.97,158.62,30.65,43.82,70.91,18.82,1.03,8.65,42.66,3.17,0.29,0.0,145.0,Moderate
Mumbai,2020-02-01,72.14,168.79,31.63,46.68,75.13,19.18,1.12,7.48,41.77,3.24,0.29,0.0,154.0,Moderate
Mumbai,2020-02-02,80.79,186.22,51.93,38.05,81.8,22.59,1.31,8.75,37.43,5.04,0.29,0.0,183.0,Moderate
Mumbai,2020-02-03,83.47,165.19,36.72,35.54,67.27,23.47,1.28,6.21,35.33,3.86,0.29,0.0,192.0,Moderate
Mumbai,2020-02-04,77.73,151.8,16.67,40.07,55.74,21.14,0.77,7.25,55.83,2.96,0.29,0.0,178.0,Moderate
Mumbai,2020-02-05,60.91,153.38,36.17,47.47,82.28,20.72,0.96,9.38,41.6,2.78,0.29,0.0,151.0,Moderate
Mumbai,2020-02-06,47.67,127.57,16.91,36.64,51.75,21.09,0.87,7.87,52.05,2.41,0.29,0.0,138.0,Moderate
Mumbai,2020-02-07,49.35,136.21,32.11,39.96,68.25,20.77,0.9,9.22,46.27,2.57,0.29,0.0,129.0,Moderate
Mumbai,2020-02-08,68.47,151.73,24.39,39.85,61.71,21.46,1.0,7.72,47.02,3.5,0.29,0.0,133.0,Moderate
Mumbai,2020-02-09,68.29,144.61,14.68,31.18,44.17,20.06,1.03,9.26,44.3,1.76,0.29,0.0,142.0,Moderate
Mumbai,2020-02-10,56.58,129.32,17.49,36.19,51.98,18.16,0.93,8.38,45.84,1.93,0.29,0.0,134.0,Moderate
Mumbai,2020-02-11,60.95,143.87,26.37,38.82,62.47,19.31,1.05,8.71,39.01,3.32,0.29,0.0,130.0,Moderate
Mumbai,2020-02-12,60.53,145.25,31.29,48.17,76.66,19.98,1.1,8.9,38.14,3.02,0.29,0.0,136.0,Moderate
Mumbai,2020-02-13,67.91,152.14,43.06,52.26,94.87,20.6,1.11,8.5,41.11,2.61,0.29,0.0,144.0,Moderate
Mumbai,2020-02-14,58.14,149.22,33.45,48.61,82.04,19.47,0.87,9.01,46.83,4.08,0.29,0.0,141.0,Moderate
Mumbai,2020-02-15,53.27,151.37,37.35,45.62,82.97,19.77,0.88,9.59,36.31,4.41,0.29,0.0,141.0,Moderate
Mumbai,2020-02-16,68.93,165.51,26.61,47.33,73.92,18.7,0.95,10.41,54.41,5.14,0.29,0.0,147.0,Moderate
Mumbai,2020-02-17,102.48,212.49,40.65,54.75,95.3,21.74,1.3,9.46,54.43,8.23,0.29,0.0,234.0,Poor
Mumbai,2020-02-18,88.15,201.4,40.77,61.16,101.97,23.17,1.25,12.09,51.79,11.52,0.29,0.0,217.0,Poor
Mumbai,2020-02-19,92.5,212.28,52.42,59.13,110.76,30.49,1.32,14.81,47.26,14.4,0.29,0.0,224.0,Poor
Mumbai,2020-02-20,62.8,146.64,37.9,46.33,84.24,23.47,1.0,10.38,27.28,9.24,0.29,0.0,175.0,Moderate
Mumbai,2020-02-21,39.37,100.68,26.82,35.82,62.63,23.77,0.75,9.11,23.71,4.69,0.29,0.0,110.0,Moderate
Mumbai,2020-02-22,65.93,157.96,27.56,53.25,80.8,21.75,0.97,12.37,43.03,7.55,0.29,0.0,121.0,Moderate
Mumbai,2020-02-23,77.63,194.83,37.84,57.94,95.9,21.11,1.19,13.28,47.06,9.84,0.29,0.0,185.0,Moderate
Mumbai,2020-02-24,84.7,185.63,35.27,56.76,92.03,21.9,1.22,12.73,46.95,9.79,0.29,0.0,176.0,Moderate
Mumbai,2020-02-25,48.01,152.41,38.95,49.44,86.91,20.22,0.95,11.32,32.01,6.25,0.29,0.0,170.0,Moderate
Mumbai,2020-02-26,41.03,131.59,17.35,50.32,67.68,21.45,0.75,14.57,46.17,5.06,0.29,0.0,130.0,Moderate
Mumbai,2020-02-27,51.74,144.95,27.45,57.91,85.28,23.77,0.92,15.46,50.93,6.58,0.29,0.0,136.0,Moderate
Mumbai,2020-02-28,77.61,185.24,63.03,71.94,132.6,23.88,1.37,16.66,43.82,12.56,0.29,0.0,173.0,Moderate
Mumbai,2020-02-29,74.98,183.77,61.44,58.47,120.01,26.05,1.24,16.08,27.98,12.57,0.29,0.0,193.0,Moderate
Mumbai,2020-03-01,43.39,121.29,23.67,32.11,55.78,28.59,0.65,13.19,23.93,4.06,0.29,0.0,125.0,Moderate
Mumbai,2020-03-02,52.18,142.49,49.03,28.46,77.28,21.12,0.77,16.93,19.25,7.63,0.29,0.0,123.0,Moderate
Mumbai,2020-03-03,43.68,137.1,20.36,26.55,46.47,21.76,0.46,17.25,27.79,4.32,0.29,0.0,127.0,Moderate
Mumbai,2020-03-04,36.73,122.49,21.57,27.93,48.46,19.32,0.52,15.98,27.16,5.11,0.29,0.0,118.0,Moderate
Mumbai,2020-03-05,32.59,108.48,17.09,26.95,43.7,19.16,0.53,17.87,21.06,4.07,0.29,0.0,108.0,Moderate
Mumbai,2020-03-06,20.15,105.77,21.05,19.07,40.01,17.49,0.43,17.17,18.27,3.78,0.29,0.0,102.0,Moderate
Mumbai,2020-03-07,24.45,131.04,14.59,23.93,38.51,16.16,0.48,9.15,27.96,3.57,0.29,0.0,107.0,Moderate
Mumbai,2020-03-08,27.0,125.15,20.26,31.81,52.07,14.65,0.57,9.73,30.18,4.24,0.29,0.0,122.0,Moderate
Mumbai,2020-03-09,35.03,134.18,17.46,31.06,48.52,16.27,0.67,9.61,28.36,4.54,0.29,0.0,121.0,Moderate
Mumbai,2020-03-10,40.47,125.98,19.71,20.36,39.93,18.29,0.77,12.7,22.31,6.98,0.29,0.0,128.0,Moderate
Mumbai,2020-03-11,16.04,74.65,13.42,19.18,32.6,14.87,0.43,11.07,24.98,3.28,0.29,0.0,88.0,Satisfactory
Mumbai,2020-03-12,18.59,80.55,17.93,24.74,42.67,14.78,0.49,10.72,22.72,3.65,0.29,0.0,80.0,Satisfactory
Mumbai,2020-03-13,23.81,108.48,12.31,30.64,42.95,14.74,0.5,7.84,34.81,3.03,0.29,0.0,84.0,Satisfactory
Mumbai,2020-03-14,30.33,126.36,11.69,34.81,46.5,15.92,0.58,7.96,41.79,5.85,0.29,0.0,117.0,Moderate
Mumbai,2020-03-15,49.84,175.84,42.39,41.75,84.12,17.02,1.01,12.24,36.0,7.16,0.29,0.0,143.0,Moderate
Mumbai,2020-03-16,57.99,190.49,42.84,53.12,95.94,22.98,1.24,14.86,40.61,12.13,0.29,0.0,154.0,Moderate
Mumbai,2020-03-17,78.54,204.96,73.59,52.95,125.6,19.98,1.66,15.1,45.85,13.17,0.29,0.0,191.0,Moderate
Mumbai,2020-03-18,52.03,150.71,47.33,42.38,89.72,20.92,1.02,11.79,40.01,13.75,0.29,0.0,167.0,Moderate
Mumbai,2020-03-19,30.33,99.38,24.02,26.7,49.39,23.04,0.6,7.97,31.9,9.12,0.29,0.0,113.0,Moderate
Mumbai,2020-03-20,21.08,84.44,32.78,14.85,45.69,22.48,0.5,6.6,19.03,7.94,0.29,0.0,91.0,Satisfactory
Mumbai,2020-03-21,20.14,67.91,23.5,16.51,38.19,20.59,0.47,11.0,24.3,4.4,0.29,0.0,82.0,Satisfactory
Mumbai,2020-03-22,16.75,53.27,12.44,9.46,20.96,16.68,0.36,12.08,27.87,3.0,0.29,0.0,67.0,Satisfactory
Mumbai,2020-03-23,23.48,64.7,9.84,11.07,20.27,14.84,0.42,12.02,32.77,3.54,0.29,0.0,66.0,Satisfactory
Mumbai,2020-03-24,35.58,92.81,10.91,12.34,22.74,13.82,0.52,8.75,38.04,4.72,0.29,0.0,86.0,Satisfactory
Mumbai,2020-03-25,30.86,77.24,10.93,11.34,21.67,11.97,0.5,8.32,31.58,5.05,0.29,0.0,91.0,Satisfactory
Mumbai,2020-03-26,27.82,65.48,11.52,11.3,21.6,11.6,0.43,10.16,26.73,6.4,0.29,0.0,71.0,Satisfactory
Mumbai,2020-03-27,24.81,69.65,8.32,8.64,16.85,11.1,0.4,7.19,35.76,3.78,0.29,0.0,70.0,Satisfactory
Mumbai,2020-03-28,28.14,67.46,7.49,11.9,19.07,11.2,0.48,7.55,38.94,3.96,0.29,0.0,78.0,Satisfactory
Mumbai,2020-03-29,23.43,66.1,6.46,9.89,16.35,9.98,0.42,7.27,47.85,4.05,0.29,0.0,78.0,Satisfactory
Mumbai,2020-03-30,23.57,63.65,7.59,9.66,17.25,9.82,0.43,6.86,39.26,4.34,0.29,0.0,77.0,Satisfactory
Mumbai,2020-03-31,25.36,63.61,9.69,9.0,18.14,10.37,0.46,7.26,29.17,3.88,0.29,0.0,69.0,Satisfactory
Mumbai,2020-04-01,20.08,58.94,9.72,7.77,17.03,10.35,0.4,6.55,31.73,3.3,0.29,0.0,63.0,Satisfactory
Mumbai,2020-04-02,26.27,77.19,8.63,8.62,16.94,9.96,0.43,6.84,37.54,3.7,0.29,0.0,78.0,Satisfactory
Mumbai,2020-04-03,24.33,83.88,8.18,7.58,15.5,9.2,0.39,6.49,29.94,3.31,0.29,0.0,85.0,Satisfactory
Mumbai,2020-04-04,24.7,78.44,9.35,7.94,16.89,8.72,0.42,6.47,28.5,3.52,0.29,0.0,83.0,Satisfactory
Mumbai,2020-04-05,27.36,73.53,10.76,8.48,18.47,8.25,0.44,6.67,28.81,3.65,0.29,0.0,78.0,Satisfactory
Mumbai,2020-04-06,20.82,54.45,10.49,6.55,16.46,7.73,0.36,7.06,23.34,3.76,0.29,0.0,67.0,Satisfactory
Mumbai,2020-04-07,24.1,79.61,12.88,6.24,18.28,7.31,0.36,7.06,18.93,3.68,0.29,0.0,62.0,Satisfactory
Mumbai,2020-04-08,29.52,98.54,14.47,6.72,20.06,7.97,0.37,6.95,14.77,4.37,0.29,0.0,93.0,Satisfactory
Mumbai,2020-04-09,28.3,93.39,14.81,6.81,20.89,9.05,0.38,8.89,15.14,3.24,0.29,0.0,95.0,Satisfactory
Mumbai,2020-04-10,25.89,83.39,12.95,6.96,19.36,8.32,0.37,8.49,20.75,3.34,0.29,0.0,87.0,Satisfactory
Mumbai,2020-04-11,29.54,82.21,12.22,7.98,19.82,6.82,0.44,7.97,21.8,2.65,0.29,0.0,81.0,Satisfactory
Mumbai,2020-04-12,28.26,81.99,12.69,9.13,21.29,6.12,0.45,7.79,20.04,4.69,0.29,0.0,86.0,Satisfactory
Mumbai,2020-04-13,25.58,75.31,14.18,9.18,22.44,6.31,0.44,7.39,16.16,4.16,0.29,0.0,79.0,Satisfactory
Mumbai,2020-04-14,26.89,81.61,14.12,10.47,23.66,7.83,0.53,7.61,18.91,4.12,0.29,0.0,87.0,Satisfactory
Mumbai,2020-04-15,26.61,66.58,14.66,9.77,23.66,8.03,0.72,7.78,19.93,6.08,0.29,0.0,85.0,Satisfactory
Mumbai,2020-04-16,20.55,55.03,12.42,9.16,21.06,6.81,0.59,6.73,19.32,6.9,0.29,0.0,75.0,Satisfactory
Mumbai,2020-04-17,20.54,53.53,15.73,7.89,22.75,6.21,0.64,6.36,16.09,7.81,0.29,0.0,73.0,Satisfactory
Mumbai,2020-04-18,18.48,52.34,14.47,8.08,21.9,7.02,0.63,6.34,16.7,4.53,0.29,0.0,70.0,Satisfactory
Mumbai,2020-04-19,19.99,63.75,12.36,9.07,21.07,7.11,0.65,6.79,21.48,6.9,0.29,0.0,74.0,Satisfactory
Mumbai,2020-04-20,25.7,81.0,13.28,10.38,23.34,9.29,0.7,7.88,20.19,5.79,0.29,0.0,82.0,Satisfactory
Mumbai,2020-04-21,18.64,54.81,15.42,6.97,21.67,10.49,0.57,7.59,23.39,5.45,0.29,0.0,76.0,Satisfactory
Mumbai,2020-04-22,18.03,52.92,17.22,6.11,22.57,8.12,0.41,8.4,22.45,4.32,0.29,0.0,61.0,Satisfactory
Mumbai,2020-04-23,19.8,54.84,18.58,6.99,24.9,7.04,0.4,10.28,19.66,3.45,0.29,0.0,67.0,Satisfactory
Mumbai,2020-04-24,20.82,47.88,17.53,6.09,22.62,6.92,0.38,11.57,18.66,4.22,0.29,0.0,58.0,Satisfactory
Mumbai,2020-04-25,16.78,44.63,15.01,6.5,20.87,6.74,0.32,12.46,23.08,5.06,0.29,0.0,57.0,Satisfactory
Mumbai,2020-04-26,19.05,51.09,17.43,8.25,24.82,6.13,0.36,14.12,22.98,14.21,0.29,0.0,63.0,Satisfactory
Mumbai,2020-04-27,17.23,45.04,15.92,5.72,20.66,6.06,0.34,14.37,17.94,8.98,0.29,0.0,60.0,Satisfactory
Mumbai,2020-04-28,19.82,50.93,13.63,7.66,20.73,6.12,0.35,13.98,25.02,16.93,0.29,0.0,60.0,Satisfactory
Mumbai,2020-04-29,21.01,57.68,19.66,6.68,28.03,5.42,0.36,14.49,24.01,13.9,0.29,0.0,77.0,Satisfactory
Mumbai,2020-04-30,20.8,53.42,15.49,6.96,21.92,5.42,0.33,15.2,17.54,4.34,0.29,0.0,68.0,Satisfactory
