City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
Patna,2019-01-27,100.17,158.08,6.96,27.08,11.24,49.8,0.59,45.77,30.5,1.89,21.39,6.04,304.0,Very Poor
Patna,2019-01-28,98.08,158.08,8.21,32.66,13.44,49.8,0.84,43.78,42.17,2.05,21.15,8.37,219.0,Poor
Patna,2019-01-29,103.89,158.08,5.43,28.28,10.62,49.8,0.66,42.61,72.53,1.88,17.85,6.87,235.0,Poor
Patna,2019-01-30,135.71,158.08,9.29,27.06,12.64,49.8,1.16,43.42,78.81,2.09,18.39,7.12,257.0,Poor
Patna,2019-01-31,262.54,158.08,68.88,97.43,67.08,49.8,2.24,46.97,41.73,3.51,21.35,12.12,375.0,Very Poor
Patna,2019-02-01,293.0,158.08,82.01,111.04,78.51,49.8,2.66,42.2,41.65,3.85,23.47,12.95,412.0,Severe
Patna,2019-02-02,237.45,158.08,23.97,40.06,24.91,49.8,2.73,42.32,44.55,3.5,22.2,11.51,435.0,Severe
Patna,2019-02-03,202.97,158.08,9.5,27.64,12.92,49.8,2.07,42.02,67.5,2.57,20.6,7.26,366.0,Very Poor
Patna,2019-02-04,138.09,158.08,10.45,23.6,12.46,49.8,1.84,45.34,74.99,2.26,18.61,7.74,336.0,Very Poor
Patna,2019-02-05,151.31,158.08,10.21,23.07,12.17,49.8,1.86,44.51,58.45,2.5,20.27,8.32,318.0,Very Poor
Patna,2019-02-06,189.49,158.08,13.27,17.14,12.5,49.8,2.43,46.63,70.9,2.68,19.53,8.34,335.0,Very Poor
Patna,2019-02-07,234.28,158.08,15.53,14.14,13.08,49.8,2.48,44.88,55.76,3.52,22.77,10.4,379.0,Very Poor
Patna,2019-02-08,119.02,158.08,7.71,9.98,7.26,49.8,1.42,43.89,24.71,2.19,17.92,7.65,344.0,Very Poor
Patna,2019-02-09,94.6,158.08,25.85,50.29,32.42,49.8,1.25,40.83,38.41,1.69,17.1,6.05,218.0,Poor
Patna,2019-02-10,101.83,158.08,18.66,96.51,36.31,49.8,1.2,43.17,73.56,1.67,18.97,5.5,208.0,Poor
Patna,2019-02-11,121.26,158.08,22.73,96.35,38.74,49.8,1.56,43.02,47.5,2.2,20.17,7.23,300.0,Poor
Patna,2019-02-12,134.59,158.08,52.38,110.55,60.4,49.8,1.73,41.18,49.37,2.23,18.67,7.39,289.0,Poor
Patna,2019-02-13,164.09,158.08,26.06,93.55,40.03,49.8,1.59,44.72,54.96,2.55,19.26,7.38,329.0,Very Poor
