City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
Patna,2017-06-06,106.25,11.28,6.59,20.17,26.76,23.6,0.0,4.95,19.66,0.0,0.0,0.0,261.0,Moderate
Patna,2017-06-07,106.25,11.28,6.59,20.17,26.76,23.6,0.0,4.95,19.66,0.0,0.0,0.0,261.0,Moderate
Patna,2017-06-08,106.25,11.28,6.59,20.17,26.76,23.6,0.0,4.95,19.66,0.0,0.0,0.0,261.0,Moderate
Patna,2017-06-09,106.25,11.28,6.59,20.17,26.76,23.6,0.0,4.95,19.66,0.0,0.0,0.0,261.0,Moderate
Patna,2017-06-10,106.25,11.28,6.59,20.17,26.76,23.6,0.0,4.95,19.66,0.0,0.0,0.0,261.0,Moderate
Patna,2017-06-11,106.25,11.28,6.59,20.17,26.76,23.6,0.0,4.95,19.66,0.0,0.0,0.0,261.0,Moderate
Patna,2017-06-12,106.25,11.28,6.59,20.17,26.76,23.6,0.0,4.95,19.66,0.0,0.0,0.0,261.0,Moderate
Patna,2017-06-13,106.25,11.28,6.59,20.17,26.76,23.6,0.0,4.95,19.66,0.0,0.0,0.0,261.0,Moderate
Patna,2017-06-14,106.25,11.28,6.59,20.17,26.76,23.6,0.0,4.95,19.66,0.0,0.0,0.0,261.0,Moderate
Patna,2017-06-15,106.25,11.28,6.59,20.17,26.76,23.6,0.0,4.95,19.66,0.0,0.0,0.0,261.0,Moderate
Patna,2017-06-16,106.25,11.28,6.59,20.17,26.76,23.6,0.0,4.95,19.66,0.0,0.0,0.0,261.0,Moderate
Patna,2017-06-17,106.25,11.28,6.59,20.17,26.76,23.6,0.0,4.95,19.66,0.0,0.0,0.0,261.0,Moderate
Patna,2017-06-18,106.25,11.28,6.59,20.17,26.76,23.6,0.0,4.95,19.66,0.0,0.0,0.0,261.0,Moderate
Patna,2017-06-19,106.25,11.28,6.59,20.17,26.76,23.6,0.0,4.95,19.66,0.0,0.0,0.0,261.0,Moderate
Patna,2017-06-20,106.25,11.28,6.59,20.17,26.76,23.6,0.0,4.95,19.66,0.0,0.0,0.0,261.0,Moderate
Patna,2017-06-21,106.25,11.28,6.59,20.17,26.76,23.6,0.0,4.95,19.66,0.0,0.0,0.0,261.0,Moderate
Patna,2017-06-22,106.25,11.28,6.59,20.17,26.76,23.6,0.0,4.95,19.66,0.0,0.0,0.0,261.0,Moderate
Patna,2017-06-23,106.25,11.28,6.59,20.17,26.76,23.6,0.0,4.95,19.66,0.0,0.0,0.0,261.0,Moderate
Patna,2017-06-24,106.25,11.28,6.59,20.17,26.76,23.6,0.0,4.95,19.66,0.0,0.0,0.0,261.0,Moderate
Patna,2017-06-25,106.25,11.28,6.59,20.17,26.76,23.6,0.0,4.95,19.66,0.0,0.0,0.0,261.0,Moderate
Patna,2017-06-26,106.25,11.28,6.59,20.17,26.76,23.6,0.0,4.95,19.66,0.0,0.0,0.0,261.0,Moderate
Patna,2017-06-27,106.25,11.28,6.59,20.17,26.76,23.6,0.0,4.95,19.66,0.0,0.0,0.0,261.0,Moderate
Patna,2017-06-28,106.25,11.28,6.59,20.17,26.76,23.6,0.0,4.95,19.66,0.0,0.0,0.0,261.0,Moderate
Patna,2017-06-29,106.25,11.28,6.59,20.17,26.76,23.6,0.0,4.95,19.66,0.0,0.0,0.0,261.0,Moderate
Patna,2017-06-30,106.25,11.28,6.59,20.17,26.76,23.6,0.0,4.95,19.66,0.0,0.0,0.0,261.0,Moderate
Patna,2017-07-01,106.25,11.28,6.59,20.17,26.76,23.6,0.0,4.95,19.66,0.0,0.0,0.0,261.0,Moderate
Patna,2017-07-02,106.25,11.28,6.59,20.17,26.76,23.6,0.0,4.95,19.66,0.0,0.0,0.0,261.0,Moderate
Patna,2017-07-03,106.25,11.28,6.59,20.17,26.76,23.6,0.0,4.95,19.66,0.0,0.0,0.0,261.0,Moderate
Patna,2017-07-04,106.25,11.28,6.59,20.17,26.76,23.6,0.0,4.95,19.66,0.0,0.0,0.0,261.0,Moderate
Patna,2017-07-05,106.25,11.28,6.59,20.17,26.76,23.6,0.0,4.95,19.66,0.0,0.0,0.0,261.0,Moderate
Patna,2017-07-06,67.0,11.28,5.81,23.4,17.82,23.6,0.0,7.53,16.44,0.0,0.0,0.0,261.0,Moderate
