City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
Mumbai,2015-02-15,34.97,58.53,8.5,14.44,25.99,11.75,0.0,6.02,36.07,0.0,0.0,0.0,76.0,Satisfactory
Mumbai,2015-02-16,34.97,58.53,8.5,14.44,25.47,11.75,0.0,6.02,36.07,0.0,0.0,0.0,76.0,Satisfactory
Mumbai,2015-02-17,34.97,58.53,8.5,14.44,26.31,11.75,0.0,6.02,36.07,0.0,0.0,0.0,76.0,Satisfactory
Mumbai,2015-02-18,34.97,58.53,8.5,14.44,25.14,11.75,0.0,6.02,36.07,0.0,0.0,0.0,76.0,Satisfactory
Mumbai,2015-02-19,34.97,58.53,8.5,14.44,25.22,11.75,0.0,6.02,36.07,0.0,0.0,0.0,76.0,Satisfactory
Mumbai,2015-02-20,34.97,58.53,8.5,14.44,25.44,11.75,0.0,6.02,36.07,0.0,0.0,0.0,76.0,Satisfactory
Mumbai,2015-02-21,34.97,58.53,8.5,14.44,26.82,11.75,0.0,6.02,36.07,0.0,0.0,0.0,76.0,Satisfactory
Mumbai,2015-02-22,34.97,58.53,8.5,14.44,27.54,11.75,0.0,6.02,36.07,0.0,0.0,0.0,76.0,Satisfactory
Mumbai,2015-02-23,34.97,58.53,8.5,14.44,29.02,11.75,0.0,6.02,36.07,0.0,0.0,0.0,76.0,Satisfactory
Mumbai,2015-02-24,34.97,58.53,8.5,14.44,26.68,11.75,0.0,6.02,36.07,0.0,0.0,0.0,76.0,Satisfactory
Mumbai,2015-02-25,34.97,58.53,8.5,14.44,26.41,11.75,0.0,6.02,36.07,0.0,0.0,0.0,76.0,Satisfactory
Mumbai,2015-02-26,34.97,58.53,8.5,14.44,26.85,11.75,0.0,6.02,36.07,0.0,0.0,0.0,76.0,Satisfactory
Mumbai,2015-02-27,34.97,58.53,8.5,14.44,26.84,11.75,0.0,6.02,36.07,0.0,0.0,0.0,76.0,Satisfactory
Mumbai,2015-02-28,34.97,58.53,8.5,14.44,25.4,11.75,0.0,6.02,36.07,0.0,0.0,0.0,76.0,Satisfactory
Mumbai,2015-03-01,34.97,58.53,8.5,14.44,24.76,11.75,0.0,6.02,36.07,0.0,0.0,0.0,76.0,Satisfactory
Mumbai,2015-03-02,34.97,58.53,8.5,14.44,27.32,11.75,0.0,6.02,36.07,0.0,0.0,0.0,76.0,Satisfactory
Mumbai,2015-03-03,34.97,58.53,8.5,14.44,27.16,11.75,0.0,6.02,36.07,0.0,0.0,0.0,76.0,Satisfactory
Mumbai,2015-03-04,34.97,58.53,8.5,14.44,27.37,11.75,0.0,6.02,36.07,0.0,0.0,0.0,76.0,Satisfactory
Mumbai,2015-03-05,34.97,58.53,8.5,14.44,28.75,11.75,0.0,6.02,36.07,0.0,0.0,0.0,76.0,Satisfactory
Mumbai,2015-03-06,34.97,58.53,8.5,14.44,30.51,11.75,0.0,6.02,36.07,0.0,0.0,0.0,76.0,Satisfactory
Mumbai,2015-03-07,34.97,58.53,8.5,14.44,27.12,11.75,0.0,6.02,36.07,0.0,0.0,0.0,76.0,Satisfactory
Mumbai,2015-03-08,34.97,58.53,8.5,14.44,27.07,11.75,0.0,6.02,36.07,0.0,0.0,0.0,76.0,Satisfactory
Mumbai,2015-03-09,34.97,58.53,8.5,14.44,44.83,11.75,0.0,6.02,36.07,0.0,0.0,0.0,76.0,Satisfactory
Mumbai,2015-03-10,34.97,58.53,8.5,14.44,148.63,11.75,0.0,6.02,36.07,0.0,0.0,0.0,76.0,Satisfactory
Mumbai,2015-03-11,34.97,58.53,8.5,14.44,159.94,11.75,0.0,6.02,36.07,0.0,0.0,0.0,76.0,Satisfactory
